region,postcode_sector,year,avg_price,volume
South West,SN7 8,2023,299000,67
South West,SN8 1,2023,302000,107
South West,SN8 2,2023,348000,86
South West,SN8 3,2023,306000,96
South West,SN8 4,2023,332000,51
South West,SN9 5,2023,308000,89
South West,SN9 6,2023,238000,40
South West,SP1 1,2023,241000,90
South West,SP1 2,2023,278000,78
South West,SP1 3,2023,247000,202
South West,SP10 1,2023,168000,64
South West,SP10 2,2023,174000,215
South West,SP10 3,2023,190000,217
South West,SP10 4,2023,169000,130
South West,SP10 5,2023,128000,82
South West,SP11 0,2023,422000,51
South West,SP11 6,2023,282000,165
South West,SP11 7,2023,342000,59
South West,SP11 8,2023,359000,35
South West,SP11 9,2023,213000,101
South West,SP2 0,2023,265000,61
South West,SP2 7,2023,194000,173
South West,SP2 8,2023,243000,137
South West,SP2 9,2023,204000,118
South West,SP3 4,2023,289000,41
South West,SP3 5,2023,340000,30
South West,SP3 6,2023,294000,72
South West,SP4 0,2023,337000,40
South West,SP4 6,2023,290000,79
South West,SP4 7,2023,194000,187
South West,SP4 8,2023,174000,61
South West,SP4 9,2023,168000,56
South West,SP5 1,2023,345000,50
South West,SP5 2,2023,390000,54
South West,SP5 3,2023,252000,116
South West,SP5 4,2023,382000,24
South West,SP5 5,2023,291000,37
South West,SP6 1,2023,225000,134
South West,SP6 2,2023,459000,36
South West,SP6 3,2023,289000,68
South West,SP7 0,2023,353000,27
South West,SP7 8,2023,207000,158
South West,SP7 9,2023,255000,44
South West,SP8 4,2023,169000,253
South West,SP8 5,2023,260000,53
South West,SP9 7,2023,180000,73
South West,TA1 1,2023,151000,129
South West,TA1 2,2023,142000,178
South West,TA1 3,2023,207000,163
South West,TA1 4,2023,179000,138
South West,TA1 5,2023,206000,89
South West,TA10 0,2023,247000,62
South West,TA10 9,2023,223000,86
South West,TA11 6,2023,241000,126
South West,TA11 7,2023,302000,42
South West,TA12 6,2023,198000,104
South West,TA13 5,2023,261000,71
South West,TA14 6,2023,243000,46
South West,TA15 6,2023,284000,11
South West,TA16 5,2023,240000,25
South West,TA17 8,2023,360000,18
South West,TA18 7,2023,174000,79
South West,TA18 8,2023,155000,96
South West,TA19 0,2023,225000,94
South West,TA19 9,2023,227000,112
South West,TA2 6,2023,176000,183
South West,TA2 7,2023,132000,131
South West,TA2 8,2023,235000,158
South West,TA20 1,2023,167000,171
South West,TA20 2,2023,167000,102
South West,TA20 3,2023,271000,31
South West,TA20 4,2023,241000,16
South West,TA21 0,2023,204000,62
South West,TA21 8,2023,164000,135
South West,TA21 9,2023,205000,146
South West,TA22 9,2023,280000,38
South West,TA23 0,2023,172000,91
South West,TA24 5,2023,163000,115
South West,TA24 6,2023,174000,105
South West,TA24 7,2023,386000,18
South West,TA24 8,2023,254000,92
South West,TA3 5,2023,228000,90
South West,TA3 6,2023,289000,64
South West,TA3 7,2023,272000,53
South West,TA4 1,2023,216000,80
South West,TA4 2,2023,298000,49
South West,TA4 3,2023,315000,66
South West,TA4 4,2023,245000,59
South West,TA5 1,2023,230000,82
South West,TA5 2,2023,211000,83
South West,TA6 3,2023,129000,191
South West,TA6 4,2023,121000,212
South West,TA6 5,2023,120000,100
South West,TA6 6,2023,156000,209
South West,TA6 7,2023,186000,97
South West,TA7 0,2023,230000,62
South West,TA7 8,2023,183000,114
South West,TA7 9,2023,264000,59
South West,TA8 1,2023,158000,169
South West,TA8 2,2023,186000,189
South West,TA9 3,2023,160000,119
South West,TA9 4,2023,246000,53
South West,TQ1 1,2023,135000,183
South West,TQ1 2,2023,253000,124
South West,TQ1 3,2023,141000,196
South West,TQ1 4,2023,164000,188
South West,TQ10 9,2023,252000,57
South West,TQ11 0,2023,170000,37
South West,TQ12 1,2023,187000,212
South West,TQ12 2,2023,160000,113
South West,TQ12 3,2023,174000,215
South West,TQ12 4,2023,193000,116
South West,TQ12 5,2023,207000,122
South West,TQ12 6,2023,215000,140
South West,TQ13 0,2023,206000,106
South West,TQ13 7,2023,235000,77
South West,TQ13 8,2023,381000,66
South West,TQ13 9,2023,284000,159
South West,TQ14 0,2023,232000,35
South West,TQ14 8,2023,195000,181
South West,TQ14 9,2023,199000,167
South West,TQ2 5,2023,152000,93
South West,TQ2 6,2023,181000,161
South West,TQ2 7,2023,159000,223
South West,TQ2 8,2023,138000,122
South West,TQ3 1,2023,202000,146
South West,TQ3 2,2023,150000,157
South West,TQ3 3,2023,139000,251
South West,TQ4 5,2023,157000,94
South West,TQ4 6,2023,193000,118
South West,TQ4 7,2023,191000,204
South West,TQ5 0,2023,202000,106
South West,TQ5 8,2023,162000,132
South West,TQ5 9,2023,179000,181
South West,TQ6 0,2023,403000,61
South West,TQ6 9,2023,275000,128
South West,TQ7 1,2023,228000,120
South West,TQ7 2,2023,307000,89
South West,TQ7 3,2023,325000,92
South West,TQ7 4,2023,312000,76
South West,TQ8 8,2023,504000,77
South West,TQ9 5,2023,230000,159
South West,TQ9 6,2023,375000,61
South West,TQ9 7,2023,264000,62
South West,TR1 1,2023,243000,137
South West,TR1 2,2023,229000,70
South West,TR1 3,2023,203000,127
South West,TR10 8,2023,156000,145
South West,TR10 9,2023,219000,53
South West,TR11 2,2023,223000,130
South West,TR11 3,2023,215000,100
South West,TR11 4,2023,239000,163
South West,TR11 5,2023,315000,177
South West,TR12 6,2023,294000,64
South West,TR12 7,2023,222000,76
South West,TR13 0,2023,245000,68
South West,TR13 8,2023,183000,154
South West,TR13 9,2023,224000,93
South West,TR14 0,2023,167000,79
South West,TR14 7,2023,165000,95
South West,TR14 8,2023,126000,136
South West,TR14 9,2023,166000,36
South West,TR15 1,2023,137000,97
South West,TR15 2,2023,152000,113
South West,TR15 3,2023,141000,104
South West,TR16 4,2023,169000,96
South West,TR16 5,2023,171000,65
South West,TR16 6,2023,187000,60
South West,TR17 0,2023,174000,25
South West,TR18 2,2023,153000,89
South West,TR18 3,2023,173000,90
South West,TR18 4,2023,210000,77
South West,TR18 5,2023,184000,77
South West,TR19 6,2023,286000,67
South West,TR19 7,2023,219000,88
South West,TR2 4,2023,221000,97
South West,TR2 5,2023,441000,81
South West,TR20 8,2023,197000,56
South West,TR20 9,2023,271000,73
South West,TR21 0,2023,462000,11
South West,TR23 0,2023,80000,1
South West,TR26 1,2023,216000,84
South West,TR26 2,2023,257000,157
South West,TR26 3,2023,306000,29
South West,TR27 4,2023,177000,116
South West,TR27 5,2023,208000,84
South West,TR27 6,2023,185000,50
South West,TR3 6,2023,292000,126
South West,TR3 7,2023,255000,74
South West,TR4 8,2023,195000,85
South West,TR4 9,2023,187000,70
South West,TR5 0,2023,248000,65
South West,TR6 0,2023,229000,69
South West,TR7 1,2023,219000,146
South West,TR7 2,2023,178000,168
South West,TR7 3,2023,191000,113
South West,TR8 4,2023,250000,89
South West,TR8 5,2023,233000,81
South West,TR9 6,2023,151000,141
Wales,CF1 1,2023,52000,1
Wales,CF1 9,2023,55000,1
Wales,CF10 1,2023,178000,33
Wales,CF10 2,2023,161000,50
Wales,CF10 3,2023,239000,17
Wales,CF10 4,2023,134000,122
Wales,CF10 5,2023,159000,134
Wales,CF11 0,2023,164000,97
Wales,CF11 6,2023,116000,140
Wales,CF11 7,2023,122000,118
Wales,CF11 8,2023,148000,69
Wales,CF11 9,2023,221000,176
Wales,CF14 0,2023,385000,83
Wales,CF14 1,2023,183000,133
Wales,CF14 2,2023,168000,141
Wales,CF14 3,2023,181000,99
Wales,CF14 4,2023,213000,137
Wales,CF14 5,2023,172000,125
Wales,CF14 6,2023,224000,143
Wales,CF14 7,2023,201000,69
Wales,CF14 9,2023,179000,126
Wales,CF15 7,2023,129000,75
Wales,CF15 8,2023,267000,104
Wales,CF15 9,2023,224000,69
Wales,CF23 5,2023,246000,137
Wales,CF23 6,2023,259000,111
Wales,CF23 7,2023,127000,110
Wales,CF23 8,2023,177000,158
Wales,CF23 9,2023,169000,138
Wales,CF24 0,2023,140000,46
Wales,CF24 1,2023,106000,81
Wales,CF24 2,2023,122000,215
Wales,CF24 3,2023,160000,167
Wales,CF24 4,2023,151000,241
Wales,CF24 5,2023,127000,3
Wales,CF3 0,2023,132000,189
Wales,CF3 1,2023,108000,38
Wales,CF3 2,2023,266000,45
Wales,CF3 3,2023,159000,80
Wales,CF3 4,2023,123000,63
Wales,CF3 5,2023,134000,87
Wales,CF3 6,2023,309000,50
Wales,CF31 1,2023,109000,99
Wales,CF31 2,2023,123000,187
Wales,CF31 3,2023,161000,58
Wales,CF31 4,2023,139000,173
Wales,CF31 5,2023,168000,132
Wales,CF32 0,2023,193000,52
Wales,CF32 7,2023,80000,94
Wales,CF32 8,2023,71000,79
Wales,CF32 9,2023,121000,166
Wales,CF33 4,2023,123000,79
Wales,CF33 6,2023,99000,93
Wales,CF34 0,2023,75000,113
Wales,CF34 9,2023,105000,90
Wales,CF35 5,2023,166000,86
Wales,CF35 6,2023,173000,164
Wales,CF36 3,2023,187000,155
Wales,CF36 5,2023,174000,102
Wales,CF37 1,2023,85000,153
Wales,CF37 2,2023,111000,78
Wales,CF37 3,2023,94000,72
Wales,CF37 4,2023,86000,88
Wales,CF37 5,2023,105000,67
Wales,CF38 1,2023,160000,134
Wales,CF38 2,2023,123000,185
Wales,CF39 0,2023,72000,50
Wales,CF39 8,2023,110000,173
Wales,CF39 9,2023,73000,85
Wales,CF40 1,2023,82000,121
Wales,CF40 2,2023,66000,134
Wales,CF41 7,2023,68000,129
Wales,CF42 5,2023,54000,73
Wales,CF42 6,2023,74000,93
Wales,CF43 3,2023,51000,77
Wales,CF43 4,2023,54000,99
Wales,CF44 0,2023,130000,91
Wales,CF44 6,2023,78000,139
Wales,CF44 7,2023,85000,79
Wales,CF44 8,2023,97000,125
Wales,CF44 9,2023,112000,87
Wales,CF45 3,2023,63000,129
Wales,CF45 4,2023,76000,125
Wales,CF46 5,2023,104000,97
Wales,CF46 6,2023,110000,100
Wales,CF47 0,2023,108000,74
Wales,CF47 8,2023,90000,54
Wales,CF47 9,2023,74000,79
Wales,CF48 1,2023,113000,102
Wales,CF48 2,2023,97000,58
Wales,CF48 3,2023,71000,59
Wales,CF48 4,2023,71000,94
Wales,CF5 1,2023,191000,212
Wales,CF5 2,2023,225000,164
Wales,CF5 3,2023,140000,136
Wales,CF5 4,2023,113000,169
Wales,CF5 5,2023,103000,124
Wales,CF5 6,2023,311000,79
Wales,CF61 1,2023,207000,55
Wales,CF61 2,2023,140000,79
Wales,CF62 3,2023,189000,138
Wales,CF62 4,2023,135000,80
Wales,CF62 5,2023,160000,95
Wales,CF62 6,2023,152000,100
Wales,CF62 7,2023,131000,88
Wales,CF62 8,2023,112000,92
Wales,CF62 9,2023,121000,56
Wales,CF63 1,2023,132000,140
Wales,CF63 2,2023,93000,71
Wales,CF63 3,2023,102000,33
Wales,CF63 4,2023,112000,102
Wales,CF64 1,2023,190000,144
Wales,CF64 2,2023,173000,145
Wales,CF64 3,2023,274000,116
Wales,CF64 4,2023,206000,110
Wales,CF64 5,2023,243000,101
Wales,CF71 7,2023,301000,122
Wales,CF72 4,2023,268000,16
Wales,CF72 8,2023,169000,176
Wales,CF72 9,2023,142000,254
Wales,CF81 8,2023,85000,79
Wales,CF81 9,2023,76000,82
Wales,CF82 6,2023,177000,42
Wales,CF82 7,2023,112000,145
Wales,CF82 8,2023,116000,72
Wales,CF83 1,2023,129000,202
Wales,CF83 2,2023,158000,160
Wales,CF83 3,2023,120000,223
Wales,CF83 4,2023,93000,82
Wales,CF83 8,2023,130000,134
Wales,LD1 5,2023,151000,81
Wales,LD1 6,2023,161000,59
Wales,LD2 3,2023,164000,68
Wales,LD3 0,2023,215000,42
Wales,LD3 7,2023,200000,67
Wales,LD3 8,2023,168000,54
Wales,LD3 9,2023,167000,52
Wales,LD4 1,2023,265000,1
Wales,LD4 4,2023,137000,8
Wales,LD5 4,2023,161000,16
Wales,LD6 5,2023,135000,24
Wales,LD7 1,2023,199000,56
Wales,LD8 2,2023,205000,56
Wales,LL11 1,2023,182000,13
Wales,LL11 2,2023,128000,108
Wales,LL11 3,2023,138000,84
Wales,LL11 4,2023,129000,104
Wales,LL11 5,2023,141000,102
Wales,LL11 6,2023,133000,71
Wales,LL12 0,2023,206000,93
Wales,LL12 7,2023,135000,88
Wales,LL12 8,2023,178000,117
Wales,LL12 9,2023,148000,70
Wales,LL13 0,2023,173000,105
Wales,LL13 7,2023,113000,103
Wales,LL13 8,2023,92000,71
Wales,LL13 9,2023,155000,100
Wales,LL14 1,2023,103000,61
Wales,LL14 2,2023,103000,73
Wales,LL14 3,2023,100000,48
Wales,LL14 4,2023,136000,52
Wales,LL14 5,2023,129000,66
Wales,LL14 6,2023,156000,60
Wales,LL15 1,2023,167000,94
Wales,LL15 2,2023,242000,39
Wales,LL16 3,2023,124000,97
Wales,LL16 4,2023,198000,62
Wales,LL16 5,2023,125000,33
Wales,LL17 0,2023,176000,60
Wales,LL18 1,2023,88000,59
Wales,LL18 2,2023,107000,106
Wales,LL18 3,2023,106000,75
Wales,LL18 4,2023,115000,192
Wales,LL18 5,2023,125000,150
Wales,LL18 6,2023,124000,35
Wales,LL19 7,2023,112000,133
Wales,LL19 8,2023,119000,145
Wales,LL19 9,2023,179000,94
Wales,LL20 7,2023,185000,60
Wales,LL20 8,2023,158000,45
Wales,LL21 0,2023,146000,29
Wales,LL21 9,2023,170000,29
Wales,LL22 7,2023,128000,130
Wales,LL22 8,2023,162000,72
Wales,LL22 9,2023,124000,59
Wales,LL23 7,2023,124000,44
Wales,LL24 0,2023,168000,31
Wales,LL25 0,2023,145000,8
Wales,LL26 0,2023,158000,50
Wales,LL27 0,2023,196000,12
Wales,LL28 4,2023,172000,172
Wales,LL28 5,2023,172000,87
Wales,LL29 6,2023,141000,35
Wales,LL29 7,2023,125000,82
Wales,LL29 8,2023,127000,84
Wales,LL29 9,2023,131000,89
Wales,LL30 1,2023,157000,126
Wales,LL30 2,2023,144000,115
Wales,LL30 3,2023,166000,95
Wales,LL31 9,2023,186000,149
Wales,LL32 8,2023,151000,97
Wales,LL33 0,2023,112000,66
Wales,LL34 6,2023,146000,56
Wales,LL35 0,2023,232000,20
Wales,LL36 0,2023,134000,35
Wales,LL36 9,2023,157000,40
Wales,LL37 2,2023,182000,12
Wales,LL38 2,2023,153000,20
Wales,LL39 1,2023,245000,1
Wales,LL40 1,2023,108000,37
Wales,LL40 2,2023,167000,23
Wales,LL41 3,2023,65000,53
Wales,LL41 4,2023,95000,44
Wales,LL42 1,2023,149000,38
Wales,LL43 2,2023,128000,13
Wales,LL44 2,2023,136000,11
Wales,LL45 2,2023,190000,3
Wales,LL46 2,2023,137000,48
Wales,LL47 6,2023,107000,12
Wales,LL48 6,2023,111000,27
Wales,LL49 9,2023,145000,60
Wales,LL51 9,2023,87000,4
Wales,LL52 0,2023,205000,43
Wales,LL53 5,2023,144000,57
Wales,LL53 6,2023,179000,70
Wales,LL53 7,2023,198000,49
Wales,LL53 8,2023,179000,31
Wales,LL54 5,2023,126000,37
Wales,LL54 6,2023,100000,42
Wales,LL54 7,2023,126000,54
Wales,LL55 1,2023,142000,53
Wales,LL55 2,2023,127000,61
Wales,LL55 3,2023,131000,32
Wales,LL55 4,2023,147000,76
Wales,LL56 4,2023,154000,48
Wales,LL57 1,2023,104000,49
Wales,LL57 2,2023,169000,88
Wales,LL57 3,2023,105000,62
Wales,LL57 4,2023,137000,75
Wales,LL58 8,2023,204000,45
Wales,LL59 5,2023,192000,79
Wales,LL60 6,2023,127000,30
Wales,LL61 5,2023,137000,27
Wales,LL61 6,2023,145000,38
Wales,LL62 5,2023,176000,23
Wales,LL63 5,2023,184000,12
Wales,LL64 5,2023,248000,22
Wales,LL65 1,2023,119000,50
Wales,LL65 2,2023,137000,124
Wales,LL65 3,2023,131000,74
Wales,LL65 4,2023,161000,38
Wales,LL66 0,2023,216000,1
Wales,LL67 0,2023,144000,22
Wales,LL68 0,2023,150000,10
Wales,LL68 9,2023,135000,55
Wales,LL69 9,2023,110000,11
Wales,LL70 9,2023,359000,4
Wales,LL71 7,2023,110000,4
Wales,LL71 8,2023,116000,13
Wales,LL72 8,2023,201000,10
Wales,LL73 8,2023,190000,1
Wales,LL74 8,2023,176000,48
Wales,LL75 8,2023,140000,25
Wales,LL76 8,2023,124000,1
Wales,LL77 7,2023,147000,85
Wales,LL77 8,2023,78000,4
Wales,LL78 8,2023,207000,5
Wales,NP10 0,2023,196000,29
Wales,NP10 8,2023,165000,195
Wales,NP10 9,2023,188000,177
Wales,NP11 3,2023,111000,52
Wales,NP11 4,2023,102000,81
Wales,NP11 5,2023,105000,67
Wales,NP11 6,2023,104000,130
Wales,NP11 7,2023,95000,120
Wales,NP12 0,2023,138000,98
Wales,NP12 1,2023,121000,93
Wales,NP12 2,2023,116000,116
Wales,NP12 3,2023,96000,66
Wales,NP13 1,2023,68000,114
Wales,NP13 2,2023,73000,82
Wales,NP13 3,2023,76000,55
Wales,NP15 1,2023,241000,63
Wales,NP15 2,2023,224000,13
Wales,NP16 5,2023,187000,201
Wales,NP16 6,2023,312000,87
Wales,NP16 7,2023,247000,78
Wales,NP18 1,2023,203000,76
Wales,NP18 2,2023,227000,116
Wales,NP18 3,2023,167000,68
Wales,NP19 0,2023,99000,179
Wales,NP19 4,2023,174000,107
Wales,NP19 7,2023,115000,194
Wales,NP19 8,2023,117000,150
Wales,NP19 9,2023,113000,96
Wales,NP20 1,2023,116000,13
Wales,NP20 2,2023,128000,104
Wales,NP20 3,2023,139000,138
Wales,NP20 4,2023,133000,123
Wales,NP20 5,2023,158000,144
Wales,NP20 6,2023,135000,71
Wales,NP20 7,2023,85000,56
Wales,NP22 3,2023,76000,79
Wales,NP22 4,2023,90000,93
Wales,NP22 5,2023,82000,38
Wales,NP23 4,2023,93000,92
Wales,NP23 5,2023,100000,89
Wales,NP23 6,2023,82000,94
Wales,NP23 7,2023,42000,23
Wales,NP23 8,2023,126000,19
Wales,NP24 6,2023,58000,58
Wales,NP25 3,2023,232000,89
Wales,NP25 4,2023,310000,42
Wales,NP25 5,2023,221000,99
Wales,NP26 3,2023,187000,174
Wales,NP26 4,2023,178000,101
Wales,NP26 5,2023,192000,98
Wales,NP4 0,2023,165000,88
Wales,NP4 5,2023,119000,119
Wales,NP4 6,2023,105000,95
Wales,NP4 7,2023,110000,67
Wales,NP4 8,2023,126000,74
Wales,NP4 9,2023,85000,57
Wales,NP44 1,2023,132000,103
Wales,NP44 2,2023,123000,62
Wales,NP44 3,2023,172000,128
Wales,NP44 4,2023,111000,57
Wales,NP44 5,2023,106000,51
Wales,NP44 6,2023,135000,79
Wales,NP44 7,2023,135000,49
Wales,NP44 8,2023,142000,43
Wales,NP6 7,2023,108000,1
Wales,NP7 0,2023,192000,39
Wales,NP7 5,2023,157000,93
Wales,NP7 6,2023,168000,41
Wales,NP7 7,2023,281000,41
Wales,NP7 8,2023,320000,26
Wales,NP7 9,2023,262000,66
Wales,NP8 1,2023,213000,58
Wales,SA1 1,2023,155000,81
Wales,SA1 2,2023,84000,56
Wales,SA1 3,2023,104000,80
Wales,SA1 4,2023,126000,64
Wales,SA1 5,2023,106000,8
Wales,SA1 6,2023,86000,144
Wales,SA1 7,2023,100000,94
Wales,SA1 8,2023,102000,115
Wales,SA10 6,2023,122000,143
Wales,SA10 7,2023,121000,142
Wales,SA10 8,2023,122000,88
Wales,SA10 9,2023,83000,49
Wales,SA11 1,2023,76000,83
Wales,SA11 2,2023,85000,102
Wales,SA11 3,2023,109000,141
Wales,SA11 4,2023,77000,47
Wales,SA11 5,2023,102000,64
Wales,SA12 6,2023,99000,143
Wales,SA12 7,2023,87000,81
Wales,SA12 8,2023,126000,104
Wales,SA12 9,2023,103000,75
Wales,SA13 1,2023,80000,72
Wales,SA13 2,2023,118000,113
Wales,SA13 3,2023,73000,33
Wales,SA14 6,2023,141000,89
Wales,SA14 7,2023,138000,99
Wales,SA14 8,2023,105000,162
Wales,SA14 9,2023,123000,101
Wales,SA15 1,2023,84000,117
Wales,SA15 2,2023,105000,105
Wales,SA15 3,2023,109000,101
Wales,SA15 4,2023,126000,68
Wales,SA15 5,2023,125000,77
Wales,SA16 0,2023,115000,101
Wales,SA17 4,2023,141000,79
Wales,SA17 5,2023,146000,30
Wales,SA18 1,2023,86000,104
Wales,SA18 2,2023,127000,124
Wales,SA18 3,2023,111000,139
Wales,SA19 6,2023,152000,40
Wales,SA19 7,2023,181000,24
Wales,SA19 8,2023,184000,9
Wales,SA19 9,2023,190000,12
Wales,SA2 0,2023,160000,186
Wales,SA2 7,2023,183000,160
Wales,SA2 8,2023,197000,76
Wales,SA2 9,2023,170000,102
Wales,SA20 0,2023,158000,35
Wales,SA3 1,2023,271000,43
Wales,SA3 2,2023,334000,27
Wales,SA3 3,2023,195000,53
Wales,SA3 4,2023,283000,153
Wales,SA3 5,2023,216000,112
Wales,SA31 1,2023,105000,74
Wales,SA31 2,2023,181000,49
Wales,SA31 3,2023,135000,104
Wales,SA31 5,2023,300000,1
Wales,SA32 7,2023,175000,41
Wales,SA32 8,2023,238000,15
Wales,SA33 4,2023,160000,58
Wales,SA33 5,2023,194000,25
Wales,SA33 6,2023,180000,32
Wales,SA34 0,2023,159000,48
Wales,SA35 0,2023,155000,5
Wales,SA36 0,2023,209000,4
Wales,SA37 0,2023,173000,10
Wales,SA38 9,2023,142000,38
Wales,SA39 9,2023,155000,23
Wales,SA4 0,2023,133000,63
Wales,SA4 3,2023,159000,151
Wales,SA4 4,2023,115000,173
Wales,SA4 6,2023,120000,90
Wales,SA4 8,2023,139000,99
Wales,SA4 9,2023,164000,111
Wales,SA40 9,2023,108000,34
Wales,SA41 3,2023,193000,14
Wales,SA42 0,2023,297000,30
Wales,SA43 1,2023,131000,40
Wales,SA43 2,2023,162000,69
Wales,SA43 3,2023,143000,34
Wales,SA44 4,2023,137000,39
Wales,SA44 5,2023,155000,42
Wales,SA44 6,2023,198000,35
Wales,SA45 9,2023,155000,16
Wales,SA46 0,2023,164000,31
Wales,SA47 0,2023,198000,4
Wales,SA48 7,2023,137000,48
Wales,SA48 8,2023,175000,41
Wales,SA5 4,2023,114000,74
Wales,SA5 5,2023,90000,39
Wales,SA5 7,2023,94000,58
Wales,SA5 8,2023,89000,79
Wales,SA5 9,2023,99000,104
Wales,SA6 5,2023,115000,107
Wales,SA6 6,2023,113000,172
Wales,SA6 7,2023,92000,45
Wales,SA6 8,2023,75000,75
Wales,SA61 1,2023,129000,106
Wales,SA61 2,2023,120000,80
Wales,SA62 3,2023,170000,84
Wales,SA62 4,2023,187000,45
Wales,SA62 5,2023,178000,55
Wales,SA62 6,2023,194000,65
Wales,SA63 4,2023,169000,17
Wales,SA64 0,2023,156000,26
Wales,SA65 9,2023,136000,57
Wales,SA66 7,2023,208000,28
Wales,SA67 7,2023,145000,33
Wales,SA67 8,2023,178000,56
Wales,SA68 0,2023,178000,41
Wales,SA69 9,2023,197000,86
Wales,SA7 0,2023,150000,50
Wales,SA7 9,2023,103000,165
Wales,SA70 7,2023,235000,62
Wales,SA70 8,2023,170000,71
Wales,SA71 4,2023,132000,69
Wales,SA71 5,2023,161000,61
Wales,SA72 4,2023,192000,9
Wales,SA72 6,2023,125000,130
Wales,SA73 1,2023,135000,111
Wales,SA73 2,2023,108000,68
Wales,SA73 3,2023,139000,66
Wales,SA8 3,2023,141000,58
Wales,SA8 4,2023,106000,88
Wales,SA9 1,2023,114000,85
Wales,SA9 2,2023,88000,91
Wales,SY1 1,2023,202000,40
Wales,SY1 2,2023,140000,157
Wales,SY1 3,2023,125000,110
Wales,SY1 4,2023,131000,127
Wales,SY10 0,2023,159000,22
Wales,SY10 7,2023,198000,55
Wales,SY10 8,2023,240000,43
Wales,SY10 9,2023,201000,71
Wales,SY11 1,2023,125000,92
Wales,SY11 2,2023,125000,170
Wales,SY11 3,2023,152000,75
Wales,SY11 4,2023,199000,53
Wales,SY12 0,2023,177000,57
Wales,SY12 9,2023,193000,46
Wales,SY13 1,2023,151000,148
Wales,SY13 2,2023,227000,50
Wales,SY13 3,2023,282000,28
Wales,SY13 4,2023,267000,32
Wales,SY14 7,2023,277000,25
Wales,SY14 8,2023,259000,41
Wales,SY15 6,2023,210000,63
Wales,SY16 1,2023,97000,51
Wales,SY16 2,2023,131000,62
Wales,SY16 3,2023,174000,32
Wales,SY16 4,2023,215000,24
Wales,SY17 5,2023,150000,40
Wales,SY18 6,2023,142000,53
Wales,SY19 7,2023,220000,11
Wales,SY2 5,2023,164000,163
Wales,SY2 6,2023,221000,121
Wales,SY20 8,2023,157000,40
Wales,SY20 9,2023,170000,33
Wales,SY21 0,2023,149000,25
Wales,SY21 7,2023,104000,54
Wales,SY21 8,2023,206000,65
Wales,SY21 9,2023,235000,35
Wales,SY22 5,2023,160000,19
Wales,SY22 6,2023,181000,103
Wales,SY23 1,2023,156000,69
Wales,SY23 2,2023,180000,38
Wales,SY23 3,2023,162000,91
Wales,SY23 4,2023,171000,54
Wales,SY23 5,2023,152000,29
Wales,SY24 5,2023,171000,50
Wales,SY25 6,2023,151000,38
Wales,SY3 0,2023,178000,79
Wales,SY3 5,2023,151000,110
Wales,SY3 6,2023,151000,33
Wales,SY3 7,2023,191000,131
Wales,SY3 8,2023,218000,148
Wales,SY3 9,2023,240000,78
Wales,SY4 1,2023,210000,51
Wales,SY4 2,2023,262000,52
Wales,SY4 3,2023,244000,46
Wales,SY4 4,2023,228000,70
Wales,SY4 5,2023,177000,145
Wales,SY5 0,2023,222000,88
Wales,SY5 6,2023,237000,43
Wales,SY5 7,2023,272000,37
Wales,SY5 8,2023,237000,54
Wales,SY5 9,2023,210000,44
Wales,SY6 6,2023,196000,64
Wales,SY6 7,2023,260000,38
Wales,SY7 0,2023,222000,40
Wales,SY7 8,2023,230000,36
Wales,SY7 9,2023,189000,52
Wales,SY8 1,2023,171000,157
Wales,SY8 2,2023,148000,46
Wales,SY8 3,2023,254000,40
Wales,SY8 4,2023,252000,44
Wales,SY9 5,2023,210000,30
West Midlands,B1 1,2023,179000,154
West Midlands,B1 2,2023,160000,68
West Midlands,B1 3,2023,189000,70
West Midlands,B10 0,2023,95000,62
West Midlands,B10 9,2023,107000,85
West Midlands,B11 1,2023,96000,54
West Midlands,B11 2,2023,83000,40
West Midlands,B11 3,2023,97000,158
West Midlands,B11 4,2023,127000,91
West Midlands,B12 0,2023,166000,38
West Midlands,B12 8,2023,84000,52
West Midlands,B12 9,2023,132000,45
West Midlands,B13 0,2023,157000,155
West Midlands,B13 8,2023,223000,123
West Midlands,B13 9,2023,185000,190
West Midlands,B14 4,2023,126000,177
West Midlands,B14 5,2023,114000,83
West Midlands,B14 6,2023,160000,149
West Midlands,B14 7,2023,163000,137
West Midlands,B15 1,2023,254000,42
West Midlands,B15 2,2023,234000,124
West Midlands,B15 3,2023,348000,83
West Midlands,B16 0,2023,163000,96
West Midlands,B16 8,2023,166000,146
West Midlands,B16 9,2023,159000,84
West Midlands,B17 0,2023,179000,138
West Midlands,B17 8,2023,298000,103
West Midlands,B17 9,2023,225000,174
West Midlands,B18 4,2023,64000,50
West Midlands,B18 5,2023,93000,34
West Midlands,B18 6,2023,173000,56
West Midlands,B18 7,2023,91000,20
West Midlands,B19 1,2023,73000,37
West Midlands,B19 2,2023,91000,31
West Midlands,B19 3,2023,123000,17
West Midlands,B2 4,2023,184000,7
West Midlands,B2 5,2023,112000,7
West Midlands,B20 1,2023,151000,56
West Midlands,B20 2,2023,145000,103
West Midlands,B20 3,2023,106000,97
West Midlands,B21 0,2023,74000,65
West Midlands,B21 8,2023,95000,84
West Midlands,B21 9,2023,86000,59
West Midlands,B23 5,2023,121000,197
West Midlands,B23 6,2023,107000,159
West Midlands,B23 7,2023,103000,228
West Midlands,B24 0,2023,155000,180
